Enclosure,Nr 52.2 Locus,Nr 52.2,Nr 52.4 Locus,Nr 52.4,Nr 52.7 Locus,Nr 52.7,Nr 52.11 Locus,Nr 52.11,Nr 60.2 Locus,Nr 60.2,Nr 60.5 Locus,Nr 60.5,Nr 60.11 Locus,Nr 60.11,Nr 60.34 Locus,Nr 60.34
61A_e,298,316,248,258,258,290,374,402,331,333,214,234,431,437,312,314
61A_e,292,312,232,246,254,282,374,384,351,353,246,246,427,429,254,256
61A_e,316,318,246,252,262,302,398,450,353,375,220,230,431,451,234,234
61A_e,298,316,248,258,254,254,454,456,347,349,220,254,431,431,240,314
61A_n,290,334,230,258,238,286,396,400,343,355,226,234,429,449,224,224
61A_n,286,304,244,248,266,282,398,398,331,379,228,234,419,439,292,294
61A_n,290,310,250,264,266,274,402,418,331,335,214,220,427,427,220,224
61A_n,308,320,244,250,270,278,376,388,335,337,210,240,419,419,210,260
61A_n,290,308,248,256,242,274,394,420,349,377,204,224,417,427,220,224
61A_n,290,290,242,250,266,266,400,418,335,353,214,230,429,429,220,220
61A_n,290,306,248,256,242,282,416,418,327,349,204,236,417,437,254,260
61A_n,306,312,248,250,266,266,402,418,335,355,220,222,427,437,236,236
61A_n,284,286,248,250,266,282,382,418,331,355,220,236,427,437,216,220
61A_n,310,312,244,258,254,266,386,404,331,333,224,228,427,439,246,246
61A_n,304,312,230,262,266,274,390,398,333,333,210,220,425,427,246,256
61A_n,294,294,230,262,274,298,386,394,327,345,204,236,419,439,290,292
61A_n,306,308,230,248,240,282,384,420,333,335,204,236,427,439,254,260
61A_n,306,312,230,260,254,274,444,444,333,341,208,212,425,433,222,222
61A_n,310,320,260,262,282,302,386,394,343,345,224,242,419,427,258,290
61A_n,304,308,248,252,266,274,394,402,353,379,224,230,427,429,258,260
61A_s,300,320,242,252,262,262,386,386,335,343,224,226,427,437,246,260
61A_s,292,314,252,256,266,274,398,398,343,349,220,226,407,421,252,254
61A_s,310,320,252,258,262,274,386,392,333,337,226,242,423,437,218,218
61A_s,298,310,252,258,250,258,392,398,331,333,210,228,419,429,224,224
61A_s,308,310,250,256,258,274,390,392,333,335,220,234,423,431,220,240
61A_s,292,318,252,252,254,262,394,398,319,329,204,226,419,439,220,238
61A_s,286,310,252,260,270,274,386,386,333,339,212,246,419,435,220,234
61A_s,288,290,256,264,246,274,400,410,327,333,220,262,427,427,222,222
61A_s,298,310,242,258,242,262,392,404,327,335,224,226,419,435,224,226
61A_s,306,314,256,260,242,274,386,396,353,353,246,246,427,437,252,254
61A_s,272,300,250,256,278,278,394,396,339,363,204,228,419,437,258,260
61A_s,310,320,250,262,262,274,418,492,339,349,224,242,419,427,260,260
61A_s,286,294,248,252,254,294,386,398,333,339,224,234,437,451,252,252
61A_s,314,318,252,252,242,242,386,394,333,345,242,242,419,429,220,220
61B_e,288,288,230,252,246,286,390,390,331,335,204,212,423,435,220,220
61B_e,294,308,230,256,254,298,380,386,325,339,232,238,419,423,232,234
61B_e,288,288,250,266,262,266,408,408,331,333,232,250,443,447,234,264
61B_e,288,290,250,250,266,286,390,392,337,347,248,248,445,445,222,240
61B_e,288,316,242,266,242,246,324,394,331,331,250,250,431,441,222,234
61B_e,288,294,230,256,254,286,380,390,331,339,250,268,419,433,240,244
61B_e,288,314,246,254,246,286,392,392,335,339,220,268,427,435,220,220
61B_e,288,314,254,260,266,286,392,404,325,335,212,212,419,435,220,220
61B_n,308,312,230,242,274,278,386,400,325,349,226,226,427,449,218,218
61B_n,286,312,246,256,246,274,400,408,327,333,210,224,425,431,222,222
61B_n,290,312,230,252,274,274,392,404,327,333,214,220,419,419,214,220
61B_n,290,306,230,260,242,254,380,386,329,331,220,228,429,439,236,244
61B_n,290,306,230,250,258,266,384,394,327,333,220,222,423,423,216,216
61B_n,290,304,230,242,250,274,382,386,335,365,218,220,439,449,270,272
61B_n,310,312,256,258,254,274,390,392,333,343,214,220,419,437,214,220
61B_n,288,290,224,230,266,274,390,400,325,339,224,230,423,437,220,220
61B_n,304,310,242,258,242,266,390,390,327,349,214,220,419,421,222,222
61B_n,308,310,224,230,262,278,394,394,335,335,220,246,421,427,220,248
61B_n,308,310,246,248,262,278,392,400,335,335,220,226,427,431,262,264
61B_n,290,294,250,260,246,274,386,400,327,339,210,220,419,419,222,222
61B_n,286,310,258,258,246,274,380,392,331,349,220,226,423,439,236,236
61B_n,242,242,242,242,266,270,418,422,319,331,220,228,427,443,218,220
61B_n,312,344,240,246,246,262,390,406,347,357,220,226,429,429,242,244
61B_n,308,314,244,258,242,282,398,408,331,337,212,220,421,443,242,254
61B_n,308,322,230,254,246,274,386,396,327,349,210,220,427,431,222,224
61B_n,280,314,246,258,246,256,392,392,333,335,202,202,421,437,266,270
61B_n,290,312,248,260,264,276,384,392,333,333,222,228,419,419,228,228
61B_n,300,302,248,248,250,266,354,356,333,343,214,220,419,421,222,222
61B_n,286,310,230,246,254,258,380,384,329,329,208,220,417,431,262,266
61B_s,316,320,236,256,258,266,396,396,331,349,224,242,419,437,264,266
61B_s,308,322,230,258,250,266,388,400,335,345,238,262,433,445,222,222
61B_s,298,300,230,250,246,262,392,392,333,341,234,234,437,437,238,240
61B_s,290,306,250,256,254,262,392,394,333,369,224,234,419,435,236,236
61B_s,290,314,244,250,266,270,394,396,333,335,220,224,427,435,220,220
61B_s,312,322,230,248,238,254,360,392,333,337,224,234,425,441,220,226
61B_s,276,276,236,254,254,268,394,402,333,335,220,234,435,435,220,244
61B_s,302,306,230,230,254,266,394,394,331,333,224,224,437,439,264,266
61B_s,306,308,230,248,254,258,390,390,333,341,220,224,437,437,222,234
61B_s,290,304,230,244,262,294,398,398,327,331,220,234,427,431,238,238
61B_s,304,308,248,264,276,278,390,392,341,341,226,226,435,435,258,258
61B_s,302,304,230,254,266,266,392,392,333,333,224,236,427,427,314,316
61B_s,310,312,230,230,254,266,388,388,333,337,220,224,425,433,220,224
61B_s,304,308,248,264,278,294,390,394,333,343,226,234,435,435,260,260
61B_s,322,324,230,236,238,278,390,394,333,333,220,224,425,433,264,272
61B_s,302,316,236,252,246,266,406,406,333,349,220,222,419,425,236,236
61B_s,312,314,242,258,254,254,378,406,355,355,206,210,427,437,258,258
61B_s,314,324,236,248,238,266,386,398,353,355,214,224,435,441,244,244
61B_s,318,320,230,248,238,278,392,392,333,337,234,248,415,425,222,222
61B_s,290,320,234,248,254,254,378,392,333,359,220,226,433,441,280,280
61B_s,300,324,230,230,234,242,390,390,333,335,224,234,425,437,254,254
61B_s,314,320,242,260,254,254,378,378,335,351,220,224,433,437,276,282
61B_s,322,324,230,248,230,242,390,402,333,347,248,248,437,441,246,250
61B_s,304,312,248,250,254,294,376,376,339,339,224,234,425,427,250,250
61B_s,304,324,248,252,238,246,432,434,333,337,234,242,425,437,224,224
61B_s,302,304,244,250,246,294,434,446,331,333,220,234,427,439,222,222
61B_s,300,312,230,230,238,262,394,398,337,337,234,234,435,439,240,240
